"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"RACK","BUSINESS",1019835,"OMGDS",NA,"MALAYSIA","31-60 Days",672.28,"Malaysia","Male","46-55","English",8,8,6,7,6,8,9,6,3445,"HR Bandung",1,"Bandung","Indonesia","ASPAC",-6.909263,107.611788,"IDR","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Passive"
"RACK","LEISURE",98.54,"OMGDS","FL","UNITED STATES","0-3 Days",197.08,"USA","Female","18-25","English",9,8,9,NA,8,8,NA,NA,3010,"HR Washington",4,"Washington","United States","Americas",38.895137,-77.011447,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",319,"OMGDS","AL","UNITED STATES","90+ Days",1276,"USA","Male","56-65","English",7,7,9,9,9,9,9,8,3010,"HR Washington",4,"Washington","United States","Americas",38.895137,-77.011447,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed",NA,"Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",18.73,"MARRO","VA","UNITED STATES","8-14 Days",18.73,"USA","Prefer not to answer",NA,"English",8,8,7,NA,8,9,NA,NA,3628,"HP Roanoke Airport",2,"Roanoke","United States","Americas",37.308254,-79.970867,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Passive"
"RACK","LEISURE",119,"OMGDS","IN","UNITED STATES","15-21 Days",119,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3563,"HP Cincinnati Airport",1,"Florence","United States","Americas",39.012293,-84.635297,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",219,"OMGDS","VA","UNITED STATES","31-60 Days",876,"USA","Female","46-55","English",9,9,9,9,9,9,9,9,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned",NA,"Global Contact Center","Promoter"
"WHOLESALE","BUSINESS",1500,"HKGRO",NA,"HONG KONG","8-14 Days",386.39,"Taiwan","Male","36-45","Chinese Traditional",9,9,10,8,10,9,7,NA,3819,"HR Tsim Sha Tsui",4,"Kowloon","Hong Kong","ASPAC",22.297457,114.173642,"HKD","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Urban","Managed",NA,"Global Contact Center","Promoter"
"CONVENTION","BUSINESS",114,"OMGDS","WI","UNITED STATES","90+ Days",228,"USA","Female","66-75","English",10,10,10,10,10,10,10,6,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned","Gold","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",112,"BNAZH","TN","UNITED STATES","0-3 Days",224,"USA","Female","36-45","English",10,10,10,10,10,10,10,NA,3576,"HP Nashville Northeast",1,"Hendersonville","United States","Americas",36.31264,-86.596616,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Hotel","Promoter"
"VOLUME","BUSINESS",92,"FLLZP","WA","UNITED STATES","8-14 Days",276,"USA","Male","36-45","English",8,8,7,8,8,8,7,3,3520,"HP FTL Plantation",2,"Plantation","United States","Americas",26.118966,-80.262846,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Passive"
"OTHER","BUSINESS",105.78,"OMGDS",NA,NA,"0-3 Days",105.78,"USA","Male","36-45","English",10,10,10,10,10,10,10,5,3714,"HP Grand Rapids South",2,"Wyoming","United States","Americas",42.854228,-85.717026,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",260.1,"MARRO","TX","UNITED STATES","8-14 Days",520.2,"USA","Male","56-65","English",10,10,10,NA,9,9,NA,NA,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed","GOLD","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",184,"OMGDS","LA","UNITED STATES","90+ Days",736,"USA","Female","36-45","English",7,7,9,8,9,10,10,NA,3299,"HR Crystal City",3,"Arlington","United States","Americas",38.848899,-77.051506,"USD","Domestic",NA,"Americas","Full Service","Business","Upper Upscale Class","Airport","Managed",NA,"Global Contact Center","Passive"
"DISCOUNT","LEISURE",334,"OMGDS","NY","UNITED STATES","0-3 Days",334,"USA","Male","56-65","English",10,10,6,NA,10,10,NA,NA,3300,"PH Washington",8,"Washington","United States","Americas",38.905877,-77.051032,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Urban","Owned","Diamond","Electronic Distribution","Promoter"
"RACK","LEISURE",109,"OMARO","MI","UNITED STATES","4-7 Days",218,"USA","Female","36-45","English",10,3,10,NA,10,9,NA,NA,3693,"HP Auburn Hills",1,"Auburn Hills","United States","Americas",42.664677,-83.24691,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",0,"INDRO",NA,"INDIA","4-7 Days",0,"India","Male","36-45","English",7,7,7,7,6,6,6,NA,37001,"HY Amritsar",2,"Amritsar","India","ASPAC",31.633979,74.872264,"INR","International",NA,"Asia Pacific","Full Service","Business","Upper Upscale Class","Suburban","Managed","Gold","Global Contact Center","Passive"
"CONVENTION","BUSINESS",124,"MARRO","AK","UNITED STATES","31-60 Days",620,"USA","Female","56-65","English",8,8,8,8,8,8,8,10,3551,"HP Princeton",2,"Princeton","United States","Americas",40.309671,-74.66765,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Global Contact Center","Passive"
"RACK","BUSINESS",189,"OMARO","NC","UNITED STATES","31-60 Days",378,"Thailand","Male","56-65","English",10,9,9,9,9,9,9,9,3529,"HP Buckhead",2,"Atlanta","United States","Americas",33.843798,-84.3727,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Global Contact Center","Promoter"
"RACK","BUSINESS",278182,"OMGDS",NA,"SOUTH KOREA","0-3 Days",259.38,"Korea","Male","26-35","Korean",8,9,8,8,8,8,8,NA,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Passive"
"SPECIAL","BUSINESS",787174,"BANDU",NA,"INDONESIA","4-7 Days",65.49,"Indonesia","Male","46-55","English",9,9,7,7,7,10,10,8,3445,"HR Bandung",1,"Bandung","Indonesia","ASPAC",-6.909263,107.611788,"IDR","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Urban","Managed","Diamond","Hotel","Promoter"
"SPECIAL","BUSINESS",143.2,"OMGDS","MA","UNITED STATES","22-30 Days",143.2,"USA","Female","26-35","English",10,10,10,10,10,10,10,8,3723,"HH Windsor",2,"Windsor","United States","Americas",41.869999,-72.666655,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",109.65,"MARRO","MA","UNITED STATES","8-14 Days",109.65,"USA","Female","26-35","English",10,9,10,NA,NA,8,NA,NA,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"DISCOUNT","BUSINESS",125.1,"OMGDS","AZ","UNITED STATES","61-90 Days",125.1,"USA","Female","26-35","English",10,10,10,NA,10,10,NA,NA,3733,"HP Mesa",2,"Mesa","United States","Americas",33.435929,-111.861506,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",150,"OMARO","LA","UNITED STATES","15-21 Days",300,"USA","Male","26-35","English",9,8,7,NA,8,10,NA,NA,3843,"HP Garden City",2,"Garden City","United States","Americas",40.72309,-73.658707,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Diamond","Global Contact Center","Promoter"
"VOLUME","BUSINESS",72,"OMARO","MS","UNITED STATES","15-21 Days",72,"USA","Female","18-25","English",8,8,10,NA,9,9,NA,NA,3572,"HP Atlanta Airport South",1,"College Park","United States","Americas",33.627073,-84.452527,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","Gold","Global Contact Center","Passive"
"OTHER","BUSINESS",68,"OMGDS",NA,NA,"0-3 Days",68,"USA","Male","46-55","English",2,5,5,NA,2,7,NA,NA,3625,"HP Orlando Airport",2,"Orlando","United States","Americas",28.461077,-81.313728,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed",NA,"Electronic Distribution","Detractor"
"DISCOUNT","BUSINESS",98,"OMARO","IN","UNITED STATES","90+ Days",294,"USA","Female","36-45","English",9,9,10,NA,9,10,NA,NA,3534,"HP Indianapolis Airport",1,"Indianapolis","United States","Americas",39.731817,-86.253484,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","Gold","Global Contact Center","Promoter"
"RACK","BUSINESS",163.2,"OMARO","CA","UNITED STATES","22-30 Days",326.4,"USA","Female","46-55","English",10,10,10,NA,8,10,NA,NA,3495,"HH Pleasant Hill",2,"Pleasant Hill","United States","Americas",37.94289,-122.061121,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"CONVENTION","BUSINESS",134,"OMGDS","NC","UNITED STATES","61-90 Days",268,"USA","Male","36-45","English",10,10,9,9,9,10,9,NA,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",59,"OMGDS","VA","UNITED STATES","0-3 Days",59,"USA","Male","36-45","English",9,9,9,NA,10,10,NA,NA,3565,"HP Sterling",1,"Sterling","United States","Americas",39.031652,-77.406919,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Managed","Platinum","Electronic Distribution","Promoter"
"WHOLESALE","LEISURE",199,"OMGDS","MA","UNITED STATES","22-30 Days",199,"USA","Male","36-45","English",8,8,10,10,10,7,7,10,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Passive"
"RACK","BUSINESS",259,"OMARO","NY","UNITED STATES","22-30 Days",1295,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned","GOLD","Global Contact Center","Promoter"
"RACK","LEISURE",118.15,"OMGDS","NJ","UNITED STATES","0-3 Days",236.3,"USA","Male","36-45","English",8,8,9,9,9,9,10,9,3549,"HP Paramus",2,"Fair Lawn","United States","Americas",40.918608,-74.125223,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Passive"
"RACK","LEISURE",267.2,"OMGDS",NA,"CHILE","22-30 Days",1603.2,"Chile","Female","36-45","Spanish (Americas)",10,9,9,NA,9,8,NA,NA,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed","Gold","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",89,"OMGDS","TX","UNITED STATES","4-7 Days",89,"USA","Male","56-65","English",10,10,10,NA,10,10,NA,NA,3580,"HP Cityview",1,"Fort Worth","United States","Americas",32.680964,-97.41307,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",95,"OMARO","MI","UNITED STATES","61-90 Days",285,"USA","Female","46-55","English",8,8,8,NA,8,8,NA,NA,3609,"HP Schaumburg",1,"Schaumburg","United States","Americas",42.053981,-88.031929,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Passive"
"WHOLESALE","BUSINESS",1884.23,"OMGDS",NA,NA,"22-30 Days",1456.3,"USA","Prefer not to answer","56-65","English",10,10,9,9,9,9,9,10,3819,"HR Tsim Sha Tsui",4,"Kowloon","Hong Kong","ASPAC",22.297457,114.173642,"HKD","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Urban","Managed","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",104,"COSZC","MI","UNITED STATES","15-21 Days",208,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,3517,"HP Colorado Springs",2,"Colorado Springs","United States","Americas",38.894796,-104.832215,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Hotel","Promoter"
"DISCOUNT","BUSINESS",101,"OMGDS","NM","UNITED STATES","31-60 Days",202,"USA","Female","56-65","English",9,9,9,9,9,9,8,5,3517,"HP Colorado Springs",2,"Colorado Springs","United States","Americas",38.894796,-104.832215,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",800,"SHANG","BA","GERMANY","0-3 Days",262.25,"Germany","Male","36-45","English",10,10,9,10,9,10,10,9,3480,"HY Bund",4,"Shanghai","China","ASPAC",31.235742,121.47801,"CNY","International","Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Suburban","Managed","Diamond","Hotel","Promoter"
"RACK","LEISURE",0,"OMARO","FL","UNITED STATES","8-14 Days",192,"USA",NA,NA,"English",10,10,10,10,10,10,10,10,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Gold","Global Contact Center","Promoter"
"DISCOUNT","LEISURE",96,"OMGDS","NJ","UNITED STATES","8-14 Days",384,"USA","Male","46-55","English",10,10,10,10,10,10,10,10,3497,"HH Mt Laurel",2,"Mount Laurel","United States","Americas",39.9161,-74.9482,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",112,"CINZN","OH","UNITED STATES","4-7 Days",112,"USA","Male","56-65","English",10,10,10,9,10,10,10,NA,3595,"HP Cincinnati NE",1,"Mason","United States","Americas",39.301434,-84.31558,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","PLAT","Hotel","Promoter"
"WHOLESALE","BUSINESS",4250,"ATQHY",NA,"THAILAND","0-3 Days",68.5,"United Kingdom","Male","46-55","English",10,10,10,10,10,NA,NA,10,37001,"HY Amritsar",2,"Amritsar","India","ASPAC",31.633979,74.872264,"INR","International",NA,"Asia Pacific","Full Service","Business","Upper Upscale Class","Suburban","Managed","GOLD","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",63.2,"OMGDS","IL","UNITED STATES","0-3 Days",63.2,"USA","Prefer not to answer","26-35","English",7,7,7,NA,8,8,NA,NA,3610,"HP Hoffman Estates",1,"Hoffman Estates","United States","Americas",42.063025,-88.146577,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Platinum","Electronic Distribution","Passive"
"RACK","BUSINESS",15499,"INDRO","MH","UNITED STATES","90+ Days",1018.07,"India","Male","26-35","English",6,5,8,8,8,5,5,NA,3869,"GH Goa",3,"Goa","India","ASPAC",15.458414,73.834555,"INR","International","Grand Club","Asia Pacific","Full Service","Resort","Luxury Class","Resort","Managed",NA,"Global Contact Center","Detractor"
"VOLUME","BUSINESS",134,"OMGDS","MO","UNITED STATES","8-14 Days",402,"USA","Female","26-35","English",9,9,9,8,9,9,9,9,3498,"HH Plymouth Meeting",2,"East Norriton","United States","Americas",40.138185,-75.304625,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",159,"OMGDS","TX","UNITED STATES","22-30 Days",159,"USA","Female","66-75","English",10,10,8,10,10,9,9,NA,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",115,"OMARO","MN","UNITED STATES","4-7 Days",345,"USA","Male","56-65","English",9,9,9,9,9,10,9,NA,3561,"HP Lombard",1,"Lombard","United States","Americas",41.843954,-87.996047,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Platinum","Global Contact Center","Promoter"
"RACK","BUSINESS",119,"OMGDS","CA","UNITED STATES","0-3 Days",238,"USA","Male","26-35","English",8,8,8,8,8,8,8,NA,3601,"HP Dallas North",1,"Dallas","United States","Americas",32.940539,-96.819448,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Gold","Electronic Distribution","Passive"
"RACK","LEISURE",79,"OMGDS","TX","UNITED STATES","0-3 Days",79,"USA","Female","18-25","English",10,10,10,10,10,10,10,5,3486,"HH Addison",1,"Addison","United States","Americas",32.956958,-96.828211,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",179,"OMGDS","IL","UNITED STATES","15-21 Days",358,"USA","Female","56-65","English",10,10,10,8,10,10,10,9,3499,"HH Scottsdale",2,"Scottsdae","United States","Americas",33.497259,-111.921724,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",99,"OMGDS","NH","UNITED STATES","31-60 Days",198,"USA","Male","26-35","English",10,10,10,NA,10,10,NA,NA,3529,"HP Buckhead",2,"Atlanta","United States","Americas",33.843798,-84.3727,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"RACK","BUSINESS",99,"DFWZE","MD","UNITED STATES","4-7 Days",297,"USA","Male","56-65","English",7,6,3,NA,8,10,NA,NA,3583,"HP Dallas Central",1,"Dallas","United States","Americas",32.917704,-96.767494,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Hotel","Passive"
"CONVENTION","BUSINESS",219,"OMGDS","IL","UNITED STATES","31-60 Days",657,"USA","Male","36-45","English",10,9,10,10,10,9,10,9,3328,"HR Grand Cypress",5,"Orlando","United States","Americas",28.381945,-81.510327,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Resort","Owned",NA,"Electronic Distribution","Promoter"
"RACK","LEISURE",249,"MARRO","FL","UNITED STATES","0-3 Days",249,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3492,"HH Miami Airport",2,"Miami","United States","Americas",25.781366,-80.289501,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Global Contact Center","Promoter"
"OTHER","BUSINESS",243.16,"SHARM","FL","UNITED STATES","31-60 Days",1897.12,"United Kingdom","Male","18-25","English",10,8,9,NA,10,10,NA,NA,3275,"HR Sharm El Sheikh",2,"Sharm El Sheikh","Egypt","EAME",27.978611,34.393333,"EGP","International","Regency Club","Middle East & Africa","Full Service","Resort","Upper Upscale Class","Resort","Managed",NA,"Hotel","Promoter"
"DISCOUNT","LEISURE",90,"BHMZH","AL","UNITED STATES","0-3 Days",90,"USA","Female","36-45","English",9,9,10,10,10,9,8,NA,3691,"HP Hoover",1,"Hoover","United States","Americas",33.370859,-86.814031,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Promoter"
"CONVENTION","BUSINESS",105,"OMGDS","CO","UNITED STATES","31-60 Days",105,"USA","Male","36-45","English",9,9,10,7,10,10,8,NA,3698,"HR O'Hare",2,"Rosemont","United States","Americas",41.980952,-87.860781,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Airport","Owned",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",84.15,"OMGDS","NM","UNITED STATES","0-3 Days",84.15,"USA","Female","56-65","English",6,6,5,7,5,8,9,10,3566,"HP OKC Airport",1,"Oklahoma City","United States","Americas",35.446079,-97.600488,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Electronic Distribution","Detractor"
"OTHER","BUSINESS",87.2,"OMGDS",NA,NA,"8-14 Days",174.4,"USA","Female","36-45","English",10,10,10,10,10,10,10,10,3532,"HP Boise",1,"Boise","United States","Americas",43.613261,-116.2855,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",101.15,"OMARO","CT","UNITED STATES","8-14 Days",101.15,"USA","Prefer not to answer","66-75","English",10,10,10,10,10,10,10,NA,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"WHOLESALE","BUSINESS",78.95,"OMGDS",NA,NA,"15-21 Days",157.9,"USA","Male","36-45","English",10,10,10,10,10,10,10,NA,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed","GOLD","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",16.67,"OMARO","TX","UNITED STATES","0-3 Days",16.67,"USA","Female","36-45","English",4,3,4,NA,6,9,NA,NA,3583,"HP Dallas Central",1,"Dallas","United States","Americas",32.917704,-96.767494,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Detractor"
"CONVENTION","BUSINESS",95,"OMGDS","TX","UNITED STATES","31-60 Days",190,"USA","Female","46-55","English",5,4,7,2,NA,4,5,3,3472,"HR Lost Pines",5,"Lost Pines","United States","Americas",30.163423,-97.445459,"USD","Domestic","Regency Club","Americas","Full Service","Resort","Upper Upscale Class","Suburban","Managed",NA,"Global Contact Center","Detractor"
"CONVENTION","BUSINESS",135,"OMGDS","ON","CANADA","90+ Days",540,"Canada","Female","46-55","English",9,9,9,5,9,9,9,9,3422,"HR Jacksonville",2,"Jacksonville","United States","Americas",30.324201,-81.65534,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","GOLD","Global Contact Center","Promoter"
"RACK","BUSINESS",314,"OMGDS","CT","UNITED STATES","4-7 Days",314,"USA","Male","56-65","English",9,9,10,NA,10,8,NA,NA,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","Diamond","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",83,"OMGDS","SC","UNITED STATES","0-3 Days",83,"USA","Male","36-45","English",10,10,10,10,10,10,9,NA,3571,"HP Haywood",2,"Greenville","United States","Americas",34.857593,-82.336638,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",92.5,"OMGDS","TX","UNITED STATES","15-21 Days",185,"USA","Male","46-55","English",9,8,9,9,9,9,9,6,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","PLAT","Electronic Distribution","Promoter"
"SPECIAL","BUSINESS",84,"OMGDS","GA","UNITED STATES","0-3 Days",84,"USA","Male","36-45","English",9,9,10,10,10,10,NA,NA,3504,"HP Atlanta North Point",1,"Alpharetta","United States","Americas",34.040747,-84.303685,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",28.15,"OMGDS","NY","UNITED STATES","31-60 Days",28.15,"USA","Female","26-35","English",9,9,8,8,9,10,10,10,3843,"HP Garden City",2,"Garden City","United States","Americas",40.72309,-73.658707,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",55,"MARRO","KY","UNITED STATES","22-30 Days",55,"USA","Female","66-75","English",10,10,10,10,10,10,10,10,3520,"HP FTL Plantation",2,"Plantation","United States","Americas",26.118966,-80.262846,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"RACK","LEISURE",279,"OMGDS","CT","UNITED STATES","31-60 Days",279,"USA","Male","36-45","English",9,9,9,9,9,9,9,NA,3810,"HP Mohegan Sun",2,"Uncasville","United States","Americas",41.480682,-72.096764,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",104,"CLTZC","IL","UNITED STATES","4-7 Days",312,"USA","Male","46-55","English",10,10,10,NA,10,10,NA,NA,3546,"HP Arrowood",1,"Charlotte","United States","Americas",35.135838,-80.904551,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Hotel","Promoter"
"DISCOUNT","BUSINESS",75.65,"OMGDS","PA","UNITED STATES","0-3 Days",75.65,"USA","Male","56-65","English",9,8,10,5,10,10,10,NA,3569,"HP Columbia",1,"Irmo,","United States","Americas",34.091539,-81.163271,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",160.65,"OMGDS","IN","UNITED STATES","31-60 Days",160.65,"USA","Male","56-65","English",9,9,10,10,10,9,9,NA,3519,"HP FTL 17th Street",2,"Ft. Lauderdale","United States","Americas",26.097935,-80.13327,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Resort","Franchised",NA,"Electronic Distribution","Promoter"
